,nid,jid,FullName,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1175,1391641,2961,James Knoll Gardner  ,Gardner,James,Knoll, ,9.0,14.0,1940,Allentown,PA,4.0,26.0,2017.0, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAED0505, ,,4/22/2002,4/22/2002,8/1/2002,Reported (favorably),9/5/2002,Voice,  ,10/2/2002,10/3/2002,,,,,4/3/2017,Death,4/26/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale University,B.A.,1962,Harvard Law School,J.D.,1965,,,,,,,,,,"U.S. Navy law specialist, 1966-1967; U.S. Navy, JAG Corps, 1967-1969; U.S. Naval Reserve, JAG Corps, 1969-1993; Private practice, Philadelphia, Pennsylvania, 1965-1966, 1969-1970; Private practice, Allentown, Pennsylvania, 1970-1981; Solicitor, Lehigh County [Pennsylvania] Treasurer's Office, 1971-1977; Assistant district attorney, Lehigh County, Pennsylvania, 1972-1981; first assistant district attorney, 1977-1981; Judge, Court of Common Pleas of Lehigh County [Pennsylvania], 1981-2002",
1176,1381046,820,Merrick B. Garland  ,Garland,Merrick,B., ,,,1952,Chicago,IL,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CADC1202, ,,1/7/1997,1/7/1997,,Reported (favorably),3/6/1997,Roll Call, 76/23,3/19/1997,3/20/1997,2013.0,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard College,A.B.,1974,Harvard Law School,J.D.,1977,,,,,,,,,,"Law clerk, Hon. Henry J. Friendly, U.S. Court of Appeals for the Second Circuit, 1977-1978; Law clerk, Hon. William J. Brennan, Jr., Supreme Court of the United States, 1978-1979; Special assistant attorney general, U.S. Department of Justice, 1979-1981; Private practice, Washington, D.C., 1981-1989, 1992-1993; Assistant U.S. attorney, District of Columbia, 1989-1992; Deputy assistant attorney general, Criminal Division, U.S. Department of Justice, 1993-1994; Principal associate deputy attorney general, U.S. Department of Justice, 1994-1997; Member, Judicial Conference of the United States, 2013-2020","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, September 5, 1995; no Senate vote; Nominated to Supreme Court of the United States, March 16, 2016; no Senate vote"
1177,1381051,821,Francis Arthur Garrecht  ,Garrecht,Francis,Arthur, ,9.0,11.0,1870,Walla Walla,WA,8.0,11.0,1948.0, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Franklin D. Roosevelt,Democratic,,,,CA90105, ,,5/4/1933,5/4/1933,,Reported (favorably),5/15/1933,Voice,  ,5/16/1933,5/19/1933,,,,,,Death,8/11/1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law,,1894,,,,,,,,,,,,,"Private practice, Walla Walla, Washington, 1895-1913; State representative, Washington, 1911-1913; U.S. attorney for the Eastern District of Washington, 1914-1921; Lecturer on waters, Gonzaga University, 1911-1924; Private practice, Spokane, Washington, 1922-1932; Legal adviser, Gov. Clarence D. Martin, Washington, 1933; Member, Conference of Senior Circuit Judges (now Judicial Conference of the United States), 1945-1947",
1178,1393471,3327,Finis James Garrett  ,Garrett,Finis,James, ,8.0,26.0,1875,near Ore Springs,TN,5.0,25.0,1956.0,Washington,DC,Male,White,Other,U.S. Court of Customs Appeals (later U.S. Court of Customs and Patent Appeals),Associate Judge,Calvin Coolidge,Republican,,,,CCPA0402, ,,2/14/1929,2/14/1929,,Reported (favorably),2/18/1929,Voice,  ,2/18/1929,2/18/1929,,,,,,Appointment to Another Judicial Position,12/1/1937,Other,U.S. Court of Customs and Patent Appeals,Presiding Judge,Franklin D. Roosevelt,Democratic,,,,CCPA0105, ,,11/16/1937,11/16/1937,,Reported (favorably),11/29/1937,Voice,  ,11/30/1937,12/1/1937,,,,,,Reassignment,9/1/1948,Other,U.S. Court of Customs and Patent Appeals,Chief Judge,None (reassignment),None (reassignment),,,,CCPA0601,62 Stat. 899,,,,,,,,,,9/1/1948,,,,,,Retirement,9/15/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bethel College,A.B.,1897,Read law,,1899,,,,,,,,,,"Private practice, Dresden, Tennessee, 1900-1905; Master, Tennessee Chancery Court, Weakley County, 1900-1905; U.S. representative from Tennessee, 1905-1929","Received recess appointment to U.S. District Court for the Western District of Tennessee, November 22, 1920; declined appointment; Nominated to U.S. District Court for the Western District of Tennessee, December 10, 1920; no Senate vote"
1179,1381056,822,Wendell Arthur Garrity Jr.,Garrity,Wendell,Arthur,Jr.,6.0,20.0,1920,Worcester,MA,9.0,16.0,1999.0,Wellesley,MA,Male,White,U.S. District Court,U.S. District Court for the District of Massachusetts,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,MAD0601,75 Stat. 80,,5/23/1966,5/23/1966,6/23/1966,Reported (favorably),6/24/1966,Voice,  ,6/24/1966,6/24/1966,,,,,12/1/1985,Death,9/16/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,College of the Holy Cross,A.B.,1941,Harvard Law School,LL.B.,1946,,,,,,,,,,"U.S. Army sergeant, 1943-1945; Law clerk, Hon. Francis J.W. Ford, U.S. District Court, District of Massachusetts, 1946-1947; Private practice, Boston and Worcester, Massachusetts, 1947-1948; Assistant U.S. attorney, District of Massachusetts, 1948-1950; Lecturer in federal jurisdiction and procedure, Boston College Law School, 1950-1951; Private practice, Boston, Massachusetts, 1951-1961; U.S. attorney for the District of Massachusetts, 1961-1966; Member, Judicial Conference of the United States, 1982-1985",
1180,1381061,823,Leonard I. Garth  ,Garth,Leonard,I., ,4.0,7.0,1921,Brooklyn,NY,9.0,22.0,2016.0, , ,Male,White,U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Richard M. Nixon,Republican,,,Qualified,NJD0405, ,,7/22/1969,7/22/1969,12/16/1969,Reported (favorably),12/16/1969,Voice,  ,12/17/1969,12/18/1969,,,,,,Appointment to Another Judicial Position,8/29/1973,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA30803, ,,7/19/1973,7/19/1973,8/2/1973,Reported (favorably),8/2/1973,Voice,  ,8/3/1973,8/6/1973,,,,,6/30/1986,Death,9/22/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,B.A.,1942,Harvard Law School,LL.B.,1952,,,,,,,,,,"U.S. Army lieutenant, 1943-1946; Private practice, Paterson, New Jersey, 1952-1970; Lecturer, Rutgers Law School, 1978-; Lecturer, Seton Hall Law School, 1980-",
1181,1381066,824,Edwin Louis Garvin  ,Garvin,Edwin,Louis, ,10.0,25.0,1877,Brooklyn,NY,10.0,10.0,1960.0,Patchogue,NY,Male,White,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Woodrow Wilson,Democratic,,,,NYED0202, ,,3/6/1918,3/7/1918,,Reported (favorably),3/21/1918,Voice,  ,3/21/1918,3/21/1918,,,,,,Resignation,10/31/1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York University,A.B.,1897,New York University School of Law,LL.B.,1899,,,,,,,,,,"Private practice, New York City, 1902-1915, 1925-; Justice, New York Court of Special Sessions, 1915-1918; Judge, Kings County [New York] Court, 1940; Justice, Supreme Court of the State of New York, 1941-1947; Official referee, Supreme Court of the State of New York, 1948-1960",
1182,1381071,825,William Lockhart Garwood  ,Garwood,William,Lockhart, ,10.0,29.0,1931,Houston,TX,7.0,14.0,2011.0,Austin,TX,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Ronald Reagan,Republican,,,,CA52601,92 Stat. 1629,,9/17/1981,9/17/1981,10/6/1981,Reported (favorably),10/20/1981,Voice,  ,10/21/1981,10/26/1981,,,,,1/23/1997,Death,7/14/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,B.A.,1952,University of Texas School of Law,LL.B.,1955,,,,,,,,,,"Law clerk, Hon. John R. Brown, U.S. Court of Appeals for the Fifth Circuit, 1955-1956; U.S. Army lieutenant, JAG Corps, 1956-1959; Private practice, Austin, Texas, 1959-1979, 1981; Associate justice, Supreme Court of Texas, 1979-1980",
1183,1381076,826,Emilio M. Garza  ,Garza,Emilio,M., ,,,1947,San Antonio,TX,,,, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Ronald Reagan,Republican,,,Qualified,TXWD0403, ,,2/2/1988,2/2/1988,3/28/1988,Reported (favorably),4/15/1988,Voice,  ,4/19/1988,4/20/1988,,,,,,Appointment to Another Judicial Position,6/7/1991,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,George H.W. Bush,Republican,,,Qualified,CA52202, ,,4/11/1991,4/11/1991,5/15/1991,Reported (favorably),5/23/1991,Voice,  ,5/24/1991,5/30/1991,,,,,8/1/2012,Retirement,1/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Notre Dame,B.A.,1969,University of Notre Dame,M.A.,1970,University of Texas School of Law,J.D.,1976,,,,,,,"U.S. Marine Corps captain, 1970-1973; Private practice, San Antonio, Texas, 1976-1987; Judge, Bexar County [Texas] Two Hundred and Twenty-Fifth District Court, 1987-1988",
1184,1381081,827,Reynaldo Guerra Garza  ,Garza,Reynaldo,Guerra, ,7.0,7.0,1915,Brownsville,TX,9.0,14.0,2004.0,Brownsville,TX,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,John F. Kennedy,Democratic,,,,TXSD0402, ,,3/24/1961,3/24/1961,4/12/1961,Reported (favorably),4/13/1961,Voice,  ,4/13/1961,4/14/1961,1974.0,1979.0,,,,Appointment to Another Judicial Position,8/1/1979,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Jimmy Carter,Democratic,,,Well Qualified,CA50403, ,,4/30/1979,4/30/1979,6/25/1979,Reported (favorably),7/10/1979,Voice,  ,7/12/1979,7/13/1979,,,,,7/7/1982,Death,9/14/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Temporary Emergency Court of Appeals, 1982-1993; chief judge, 1987-1993",,,,Brownsville Junior College (now Texas Southmost College),A.A.,1935,University of Texas,B.A.,1937,University of Texas School of Law,LL.B.,1939,,,,,,,"Private practice, Brownsville, Texas, 1939-1942, 1945-1961; U.S. Army, Air Forces, 1942-1945",
1185,1381086,828,Oliver Gasch  ,Gasch,Oliver, , ,5.0,4.0,1906,Washington,DC,7.0,8.0,1999.0,Washington,DC,Male,White,U.S. District Court,U.S. District Court for the District of Columbia,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,DCD0209, ,,7/12/1965,7/12/1965,7/22/1965,Reported (favorably),8/10/1965,Voice,  ,8/11/1965,8/11/1965,,,,,11/30/1981,Death,7/8/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Special Railroad Court, 1982-1997",,,,Princeton University,A.B.,1928,George Washington University Law School,LL.B.,1932,,,,,,,,,,"Private practice, Washington, D.C., 1932-, 1961-1965; Assistant corporation counsel, Washington, D.C., 1937-1953; General counsel, Interstate Commission on the Potomac River Basin, 1940-1960; U.S. Army lieutenant colonel, JAG Department, 1942-1946; Principal assistant U.S. attorney, District of Columbia, 1953-1956; U.S. attorney for the District of Columbia, 1956-1961",
1186,1381091,829,Patricia Anne Gaughan  ,Gaughan,Patricia,Anne, ,,,1953,Lakewood,OH,,,, , ,Female,White,U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,William J. Clinton,Democratic,,,Well Qualified,OHND1202, ,,9/29/1995,9/29/1995,11/30/1995,Reported (favorably),12/7/1995,Voice,  ,12/22/1995,12/26/1995,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary's College, Notre Dame, Indiana",B.A.,1975,Notre Dame Law School,J.D.,1978,,,,,,,,,,"Assistant county prosecutor, Criminal Trial Division, Cuyahoga County, Ohio, 1978-1983, 1984-1987; Assistant U.S. attorney, Economic Crime Division, Northern District of Ohio, 1983-1984; Adjunct professor, Cleveland Marshall College of Law, Cleveland State University, 1983-1987; Private practice, Cleveland, Ohio, 1984-1987; Judge, Cuyahoga County [Ohio] Court of Common Pleas, 1987-1995",
1187,1381096,830,Robert S. Gawthrop III,Gawthrop,Robert,S.,III,12.0,2.0,1942,West Chester,PA,8.0,1.0,1999.0,Philadelphia,PA,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAED1902, ,,9/30/1987,9/30/1987,11/17/1987,Reported (favorably),12/3/1987,Voice,  ,12/8/1987,12/9/1987,,,,,,Death,8/1/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amherst College,B.A.,1964,Dickinson School of Law (now Penn State Dickinson Law),J.D.,1970,,,,,,,,,,"U.S. Army lieutenant, Field Artillery, 1965-1967; Law clerk, Hon. Lee F. Swope, Court of Common Pleas of Dauphin County [Pennsylvania], 1969-1970; Private practice, West Chester, Pennsylvania, 1970-1978; Assistant district attorney, West Chester, Pennsylvania, 1971-1978; Assistant district attorney, Wayne County, Pennsylvania, 1976-1977; Judge, Court of Common Pleas of Chester County [Pennsylvania], 1978-1988; Adjunct professor, Dickinson School of Law, 1981-1982",
1188,1381101,831,John Gayle  ,Gayle,John, , ,9.0,11.0,1792,Sumter County,SC,7.0,21.0,1859.0,Jacksonville,AL,Male,White,U.S. District Court,U.S. District Court for the Middle District of Alabama,Judge,Zachary Taylor,Whig,,,,ALMD0102, ,,1849-03-12,1849-03-12,,Reported (no recommendation recorded),1849-03-13,Voice,  ,1849-03-13,1849-03-13,,,,,,Death,1859-07-21,U.S. District Court,U.S. District Court for the Northern District of Alabama,Judge,Zachary Taylor,Whig,,,,ALND0103, ,,1849-03-12,1849-03-12,,Reported (no recommendation recorded),1849-03-13,Voice,  ,1849-03-13,1849-03-13,,,,,,Death,1859-07-21,U.S. District Court,U.S. District Court for the Southern District of Alabama,Judge,Zachary Taylor,Whig,,,,ALSD0103, ,,1849-03-12,1849-03-12,,Reported (no recommendation recorded),1849-03-13,Voice,  ,1849-03-13,1849-03-13,,,,,,Death,1859-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Carolina College (now University of South Carolina),,1813,Read law,,1818,,,,,,,,,,"Private practice, St. Stephens, Alabama, 1818-; Member, Legislative Council, Alabama Territory, 1818-1819; Solicitor, First Judicial Circuit, Alabama, 1819-1821; State representative, Alabama, 1822-1823, 1829-1830; Judge, Alabama Circuit Court, Third Judicial Circuit, 1823-1825; Private practice, Greene County, Alabama, 1826-1828; Judge, Supreme Court of Alabama, 1828-1829; Governor, Alabama, 1831-1835; Private practice, Mobile, Alabama, 1835-1846; U.S. representative from Alabama, 1847-1849",
1189,1394576,3549,Darrin Phillip Gayles  ,Gayles,Darrin,Phillip, ,,,1966,Peoria,IL,,,, , ,Male,African American,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,,,Qualified,FLSD1903, ,,2/6/2014,2/6/2014,4/1/2014,Reported (favorably),5/8/2014,Roll Call, 98/0,6/17/2014,6/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard University,B.A.,1990,George Washington University Law School,J.D.,1993,,,,,,,,,,"Assistant state attorney, Miami-Dade County, Florida, 1993-1997; Assistant district counsel, Immigration and Naturalization Service, U.S. Department of Justice, Miami, Florida, 1997-1999; Assistant U.S. attorney, Southern District of Florida, 1999-2004; Judge, Miami-Dade County [Florida] Court, Eleventh Judicial Circuit, 2004-2011; Judge, Circuit Court of Florida, Eleventh Judicial Circuit, 2011-2014",
1190,1392976,3228,Dolly Maizie Gee  ,Gee,Dolly,Maizie, ,,,1959,Hawthorne,CA,,,, , ,Female,Asian American,U.S. District Court,U.S. District Court for the Central District of California,Judge,Barack Obama,Democratic,,,Qualified,CACD2303, ,,8/6/2009,8/6/2009,9/23/2009,Reported (favorably),10/15/2009,Voice,  ,12/24/2009,1/4/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Los Angeles",B.A.,1981,"University of California, Los Angeles, School of Law",J.D.,1984,,,,,,,,,,"Law clerk, Hon. Milton L. Schwartz, U.S. District Court, Eastern District of California, 1984-1986; Private practice, Los Angeles, California, 1986-2009","Nominated to U.S. District Court for the Central District of California, May 27, 1999; no Senate vote"
1191,1381106,832,Thomas Gibbs Gee  ,Gee,Thomas,Gibbs, ,12.0,9.0,1925,Jacksonville,FL,10.0,25.0,1994.0,Houston,TX,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA51502, ,,6/11/1973,6/11/1973,7/10/1973,Reported (favorably),7/13/1973,Voice,  ,7/13/1973,7/18/1973,,,,,,Retirement,2/1/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Military Academy,B.S.,1946,University of Texas School of Law,LL.B.,1953,,,,,,,,,,"U.S. Army lieutenant, Air Corps, 1946-1947; U.S. Air Force lieutenant, 1947-1950; Private practice, Houston, Texas, 1953-1954, 1991-1994; Private practice, Austin, Texas, 1954-1973",
1192,1381111,833,Ferdinand August Geiger  ,Geiger,Ferdinand,August, ,10.0,15.0,1867,Cassville,WI,7.0,31.0,1939.0, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Wisconsin,Judge,William H. Taft,Republican,,,,WIED0107, ,,2/19/1912,2/19/1912,,Reported (favorably),3/18/1912,Voice,  ,3/20/1912,3/20/1912,,,,,,Retirement,5/22/1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private practice, Milwaukee, Wisconsin 1888-1912",
1193,1392456,3124,Gustavo Antonio Gelpí Jr.,Gelpí,Gustavo,Antonio,Jr.,,,1965,San Juan,Puerto Rico,,,, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the District of Puerto Rico,Judge,George W. Bush,Republican,,,Qualified,PRD0204, ,,4/24/2006,4/24/2006,6/15/2006,Reported (favorably),7/13/2006,Voice,  ,7/20/2006,8/1/2006,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the District of Puerto Rico, 2001-2006",,,,Brandeis University,B.A.,1987,Suffolk University Law School,J.D.,1991,,,,,,,,,,"Law clerk, Hon. Juan M. Pérez-Giménez, U.S. District Court, District of Puerto Rico, 1991-1993; Assistant federal public defender, District of Puerto Rico, 1993-1997; Assistant to the attorney general, Commonwealth of Puerto Rico, 1997; Deputy attorney general for the office of legal counsel, Commonwealth of Puerto Rico, 1997-1999; Solicitor general, Commonwealth of Puerto Rico, 1999-2000; Special litigation counsel, McConnell Valdes, 2001",
1194,1381116,834,Lloyd D. George  ,George,Lloyd,D., ,,,1930,Montpelier,ID,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of Nevada,Judge,Ronald Reagan,Republican,,,Well Qualified,NVD0302, ,,4/18/1984,4/19/1984,4/25/1984,Reported (favorably),4/26/1984,Voice,  ,4/30/1984,5/3/1984,1992.0,1997.0,,,12/1/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Bankruptcy Judge, District of Nevada, 1974-1984","Judge, U.S. Bankruptcy Appellate Panel  for the Ninth Circuit, 1980-1984",,,Brigham Young University,B.S.,1955,"University of California, Berkeley, School of Law",J.D.,1961,,,,,,,,,,"U.S. Air Force, 1955-1958; Private practice, Las Vegas, Nevada, 1961-1974; Justice of the peace, Clark County, Nevada, 1962-1969; Board member, Federal Judicial Center, 1979-1983; Member, Judicial Conference of the United States, 1997-1999",
